»’∆⁄,π…∆±¥˙¬Î,√˚≥∆, ’≈Ãº€,◊Ó∏ﬂº€,◊ÓµÕº€,ø™≈Ãº€,«∞ ’≈Ã,’«µ¯∂Ó,’«µ¯∑˘,ªª ÷¬ ,≥…Ωª¡ø,≥…ΩªΩ∂Ó,◊‹ –÷µ,¡˜Õ® –÷µ
2017-12-15,'600966,≤©ª„÷Ω“µ,5.82,5.93,5.7,5.77,5.79,0.03,0.5181,1.9229,25706590,149632806.0,7780433756.16,7780433756.16
2017-12-14,'600966,≤©ª„÷Ω“µ,5.79,5.82,5.55,5.58,5.57,0.22,3.9497,1.9683,26313234,149996746.0,7740328427.52,7740328427.52
2017-12-13,'600966,≤©ª„÷Ω“µ,5.57,5.59,5.46,5.49,5.54,0.03,0.5415,1.0212,13652328,75390042.0,7446222684.16,7446222684.16
2017-12-12,'600966,≤©ª„÷Ω“µ,5.54,5.7,5.53,5.64,5.54,0.0,0.0,1.4485,19364448,108536913.0,7406117355.52,7406117355.52
2017-12-11,'600966,≤©ª„÷Ω“µ,0.0,0.0,0.0,0.0,5.54,None,None,0.0,0,0.0,7406117355.52,7406117355.52
2017-12-08,'600966,≤©ª„÷Ω“µ,0.0,0.0,0.0,0.0,5.54,None,None,0.0,0,0.0,7406117355.52,7406117355.52
2017-12-07,'600966,≤©ª„÷Ω“µ,0.0,0.0,0.0,0.0,5.54,None,None,0.0,0,0.0,7406117355.52,7406117355.52
2017-12-06,'600966,≤©ª„÷Ω“µ,0.0,0.0,0.0,0.0,5.54,None,None,0.0,0,0.0,7406117355.52,7406117355.52
2017-12-05,'600966,≤©ª„÷Ω“µ,5.54,5.7,5.49,5.7,5.73,-0.19,-3.3159,1.6792,22447978,125108598.0,7406117355.52,7406117355.52
2017-12-04,'600966,≤©ª„÷Ω“µ,5.73,5.9,5.71,5.86,5.86,-0.13,-2.2184,1.3519,18073398,104603082.0,7660117770.24,7660117770.24
2017-12-01,'600966,≤©ª„÷Ω“µ,5.86,5.89,5.79,5.82,5.82,0.04,0.6873,0.9634,12878598,75300123.0,7833907527.68,7833907527.68
2017-11-30,'600966,≤©ª„÷Ω“µ,5.82,5.97,5.8,5.92,5.95,-0.13,-2.1849,1.8466,24685731,144970475.0,7780433756.16,7780433756.16
2017-11-29,'600966,≤©ª„÷Ω“µ,5.95,6.0,5.69,5.69,5.72,0.23,4.021,3.3354,44588817,262909524.0,7954223513.6,7954223513.6
2017-11-28,'600966,≤©ª„÷Ω“µ,5.72,5.73,5.5,5.51,5.52,0.2,3.6232,1.3398,17910621,100679300.0,7646749327.36,7646749327.36
2017-11-27,'600966,≤©ª„÷Ω“µ,5.52,5.58,5.49,5.55,5.55,-0.03,-0.5405,0.8629,11535904,63871452.0,7379380469.76,7379380469.76
2017-11-24,'600966,≤©ª„÷Ω“µ,5.55,5.58,5.42,5.45,5.48,0.07,1.2774,1.14,15239448,84049423.0,7419485798.4,7419485798.4
2017-11-23,'600966,≤©ª„÷Ω“µ,5.48,5.69,5.45,5.69,5.71,-0.23,-4.028,1.3991,18703343,104955086.0,7325906698.24,7325906698.24
2017-11-22,'600966,≤©ª„÷Ω“µ,5.71,5.74,5.64,5.69,5.69,0.02,0.3515,1.4092,18838596,107269488.0,7633380884.48,7633380884.48
2017-11-21,'600966,≤©ª„÷Ω“µ,5.69,5.77,5.64,5.75,5.75,-0.06,-1.0435,1.1909,15920439,90660391.0,7606643998.72,7606643998.72
2017-11-20,'600966,≤©ª„÷Ω“µ,5.75,5.76,5.49,5.62,5.68,0.07,1.2324,1.3174,17610921,99083359.0,7686854656.0,7686854656.0
2017-11-17,'600966,≤©ª„÷Ω“µ,5.68,5.97,5.61,5.92,5.95,-0.27,-4.5378,2.3034,30792850,178287312.0,7593275555.84,7593275555.84
2017-11-16,'600966,≤©ª„÷Ω“µ,5.95,6.01,5.92,5.94,5.96,-0.01,-0.1678,1.0015,13388043,79955575.0,7954223513.6,7954223513.6
2017-11-15,'600966,≤©ª„÷Ω“µ,5.96,6.14,5.92,6.11,6.14,-0.18,-2.9316,1.9565,26154801,156644482.0,7967591956.48,7967591956.48
2017-11-14,'600966,≤©ª„÷Ω“µ,6.14,6.2,6.04,6.09,6.12,0.02,0.3268,2.4103,32221902,198188086.0,8208223928.32,8208223928.32
2017-11-13,'600966,≤©ª„÷Ω“µ,6.12,6.14,5.9,5.94,6.0,0.12,2.0,2.2338,29862666,179344003.0,8181487042.56,8181487042.56
2017-11-10,'600966,≤©ª„÷Ω“µ,6.0,6.07,5.93,6.06,6.07,-0.07,-1.1532,1.4218,19007164,114007602.0,8021065728.0,8021065728.0
2017-11-09,'600966,≤©ª„÷Ω“µ,6.07,6.09,6.0,6.01,6.04,0.03,0.4967,1.0188,13619547,82316916.0,8114644828.16,8114644828.16
2017-11-08,'600966,≤©ª„÷Ω“µ,6.04,6.13,6.01,6.03,6.04,0.0,0.0,1.4408,19261590,116880658.0,8074539499.52,8074539499.52
2017-11-07,'600966,≤©ª„÷Ω“µ,6.04,6.05,5.97,5.99,6.02,0.02,0.3322,1.4424,19282304,115983584.0,8074539499.52,8074539499.52
2017-11-06,'600966,≤©ª„÷Ω“µ,6.02,6.04,5.75,5.87,5.88,0.14,2.381,1.9493,26059241,153983118.0,8047802613.76,8047802613.76
2017-11-03,'600966,≤©ª„÷Ω“µ,5.88,6.07,5.8,6.04,6.04,-0.16,-2.649,2.8749,38432398,226466372.0,7860644413.44,7860644413.44
2017-11-02,'600966,≤©ª„÷Ω“µ,6.04,6.19,6.01,6.18,6.16,-0.12,-1.9481,1.8788,25117246,152792651.0,8074539499.52,8074539499.52
2017-11-01,'600966,≤©ª„÷Ω“µ,6.16,6.23,6.15,6.2,6.23,-0.07,-1.1236,1.7036,22775102,140667174.0,8234960814.08,8234960814.08
2017-10-31,'600966,≤©ª„÷Ω“µ,6.23,6.25,6.14,6.14,6.18,0.05,0.8091,1.2909,17257680,106970247.0,8328539914.24,8328539914.24
2017-10-30,'600966,≤©ª„÷Ω“µ,6.18,6.45,6.12,6.4,6.4,-0.22,-3.4375,2.7515,36783500,229025603.0,8261697699.84,8261697699.84
2017-10-27,'600966,≤©ª„÷Ω“µ,6.4,6.55,6.37,6.48,6.46,-0.06,-0.9288,1.9697,26331936,170183578.0,8555803443.2,8555803443.2
2017-10-26,'600966,≤©ª„÷Ω“µ,6.46,6.53,6.33,6.37,6.39,0.07,1.0955,2.4172,32314287,207652343.0,8636014100.48,8636014100.48
2017-10-25,'600966,≤©ª„÷Ω“µ,6.39,6.4,6.25,6.25,6.27,0.12,1.9139,2.0038,26788305,170228626.0,8542435000.32,8542435000.32
2017-10-24,'600966,≤©ª„÷Ω“µ,6.27,6.35,6.24,6.34,6.38,-0.11,-1.7241,1.6408,21934820,137900682.0,8382013685.76,8382013685.76
2017-10-23,'600966,≤©ª„÷Ω“µ,6.38,6.4,6.24,6.33,6.33,0.05,0.7899,1.9238,25718172,162272531.0,8529066557.44,8529066557.44
2017-10-20,'600966,≤©ª„÷Ω“µ,6.33,6.34,6.17,6.22,6.23,0.1,1.6051,2.0715,27693249,173635031.0,8462224343.04,8462224343.04
2017-10-19,'600966,≤©ª„÷Ω“µ,6.23,6.34,6.17,6.32,6.36,-0.13,-2.044,2.8559,38179270,238510659.0,8328539914.24,8328539914.24
2017-10-18,'600966,≤©ª„÷Ω“µ,6.36,6.61,6.34,6.61,6.62,-0.26,-3.9275,4.2934,57395985,370207530.0,8502329671.68,8502329671.68
2017-10-17,'600966,≤©ª„÷Ω“µ,6.62,6.72,6.51,6.72,6.7,-0.08,-1.194,2.9813,39855891,263120512.0,8849909186.56,8849909186.56
