日期,股票代码,名称,收盘价,最高价,最低价,开盘价,前收盘,涨跌额,涨跌幅,换手率,成交量,成交金额,总市值,流通市值
2017-12-21,'600578,京能电力,3.74,3.77,3.67,3.7,3.69,0.05,1.355,0.108,4988266,18553422.0,25232786869.2,17268780368.0
2017-12-20,'600578,京能电力,3.69,3.73,3.67,3.72,3.73,-0.04,-1.0724,0.0641,2959942,10935420.0,24895450146.3,17037914320.3
2017-12-19,'600578,京能电力,3.73,3.77,3.72,3.76,3.76,-0.03,-0.7979,0.0551,2542100,9510807.0,25165319524.6,17222607158.4
2017-12-18,'600578,京能电力,3.76,3.78,3.74,3.74,3.74,0.02,0.5348,0.0359,1659708,6234438.0,25367721558.3,17361126787.0
2017-12-15,'600578,京能电力,3.74,3.78,3.72,3.78,3.78,-0.04,-1.0582,0.049,2264034,8471961.0,25232786869.2,17268780368.0
2017-12-14,'600578,京能电力,3.78,3.78,3.75,3.78,3.77,0.01,0.2653,0.0412,1900600,7156428.0,25502656247.5,17453473206.1
2017-12-13,'600578,京能电力,3.77,3.78,3.75,3.75,3.75,0.02,0.5333,0.034,1572068,5929570.0,25435188902.9,17407299996.6
2017-12-12,'600578,京能电力,3.75,3.79,3.75,3.78,3.79,-0.04,-1.0554,0.0452,2085783,7852533.0,25300254213.8,17314953577.5
2017-12-11,'600578,京能电力,3.79,3.8,3.73,3.76,3.76,0.03,0.7979,0.0917,4234734,15970432.0,25570123592.0,17499646415.7
2017-12-08,'600578,京能电力,3.76,3.78,3.73,3.75,3.76,0.0,0.0,0.1087,5020824,18871534.0,25367721558.3,17361126787.0
2017-12-07,'600578,京能电力,3.76,3.77,3.68,3.7,3.7,0.06,1.6216,0.1339,6182981,23107492.0,25367721558.3,17361126787.0
2017-12-06,'600578,京能电力,3.7,3.71,3.66,3.67,3.68,0.02,0.5435,0.08,3694680,13598728.0,24962917490.9,17084087529.8
2017-12-05,'600578,京能电力,3.68,3.74,3.66,3.71,3.73,-0.05,-1.3405,0.0697,3220200,11927106.0,24827982801.8,16991741110.7
2017-12-04,'600578,京能电力,3.73,3.77,3.72,3.75,3.75,-0.02,-0.5333,0.0507,2339300,8767708.0,25165319524.6,17222607158.4
2017-12-01,'600578,京能电力,3.75,3.76,3.7,3.73,3.73,0.02,0.5362,0.0548,2529534,9464339.0,25300254213.8,17314953577.5
2017-11-30,'600578,京能电力,3.73,3.8,3.69,3.69,3.69,0.04,1.084,0.1665,7687219,28895114.0,25165319524.6,17222607158.4
2017-11-29,'600578,京能电力,3.69,3.7,3.66,3.68,3.69,0.0,0.0,0.0714,3297498,12147915.0,24895450146.3,17037914320.3
2017-11-28,'600578,京能电力,3.69,3.69,3.63,3.65,3.65,0.04,1.0959,0.0678,3131942,11488265.0,24895450146.3,17037914320.3
2017-11-27,'600578,京能电力,3.65,3.7,3.64,3.68,3.69,-0.04,-1.084,0.0915,4227081,15480824.0,24625580768.0,16853221482.1
2017-11-24,'600578,京能电力,3.69,3.7,3.67,3.69,3.69,0.0,0.0,0.0382,1763600,6504048.0,24895450146.3,17037914320.3
2017-11-23,'600578,京能电力,3.69,3.74,3.67,3.72,3.73,-0.04,-1.0724,0.0818,3779200,14039005.0,24895450146.3,17037914320.3
2017-11-22,'600578,京能电力,3.73,3.76,3.72,3.73,3.73,0.0,0.0,0.0746,3443763,12870849.0,25165319524.6,17222607158.4
2017-11-21,'600578,京能电力,3.73,3.74,3.7,3.72,3.72,0.01,0.2688,0.071,3278340,12186092.0,25165319524.6,17222607158.4
2017-11-20,'600578,京能电力,3.72,3.75,3.66,3.72,3.77,-0.05,-1.3263,0.1219,5628572,20794558.0,25097852180.0,17176433948.9
2017-11-17,'600578,京能电力,3.77,3.85,3.74,3.84,3.84,-0.07,-1.8229,0.1414,6529643,24645190.0,25435188902.9,17407299996.6
2017-11-16,'600578,京能电力,3.84,3.89,3.83,3.87,3.87,-0.03,-0.7752,0.1077,4971362,19158745.0,25907460314.9,17730512463.4
2017-11-15,'600578,京能电力,3.87,3.9,3.87,3.88,3.88,-0.01,-0.2577,0.0575,2655208,10306848.0,26109862348.6,17869032092.0
2017-11-14,'600578,京能电力,3.88,3.93,3.88,3.91,3.91,-0.03,-0.7673,0.0984,4545400,17716957.0,26177329693.2,17915205301.5
2017-11-13,'600578,京能电力,3.91,3.95,3.9,3.94,3.92,-0.01,-0.2551,0.0749,3458151,13553878.0,26379731726.9,18053724930.1
