ÈÕÆÚ,¹ÉÆ±´úÂë,Ãû³Æ,ÊÕÅÌ¼Û,×î¸ß¼Û,×îµÍ¼Û,¿ªÅÌ¼Û,Ç°ÊÕÅÌ,ÕÇµø¶î,ÕÇµø·ù,»»ÊÖÂÊ,³É½»Á¿,³É½»½ð¶î,×ÜÊÐÖµ,Á÷Í¨ÊÐÖµ
2017-12-21,'002245,°ÄÑóË³²ý,11.19,11.37,10.64,10.73,10.8,0.39,3.6111,6.0338,55036894,612211243.04,11047692092.6,10206917455.1
2017-12-20,'002245,°ÄÑóË³²ý,10.8,11.03,10.7,10.85,10.89,-0.09,-0.8264,2.6412,24091326,262055706.04,10662651885.6,9851180385.6
2017-12-19,'002245,°ÄÑóË³²ý,10.89,10.92,10.55,10.6,10.59,0.3,2.8329,2.8892,26353458,284225488.26,10751507318.0,9933273555.48
2017-12-18,'002245,°ÄÑóË³²ý,10.59,10.75,10.53,10.69,10.73,-0.14,-1.3048,2.2135,20190796,214666838.3,10455322543.4,9659629655.88
2017-12-15,'002245,°ÄÑóË³²ý,10.73,11.17,10.7,11.02,11.1,-0.37,-3.3333,4.2363,38641171,421772751.2,10593542104.9,9787330142.36
2017-12-14,'002245,°ÄÑóË³²ý,11.1,11.11,10.66,10.8,10.81,0.29,2.6827,4.5979,41939577,456477136.75,10958836660.2,10124824285.2
2017-12-13,'002245,°ÄÑóË³²ý,10.81,10.83,10.4,10.5,10.51,0.3,2.8544,3.3312,30385227,323627520.29,10672524711.4,9860301848.92
2017-12-12,'002245,°ÄÑóË³²ý,10.51,10.95,10.51,10.84,10.89,-0.38,-3.4894,3.3613,30660152,328927733.74,10376339936.8,9586657949.32
2017-12-11,'002245,°ÄÑóË³²ý,10.89,10.94,10.61,10.66,10.71,0.18,1.6807,3.4372,31352709,338181565.62,10751507318.0,9933273555.48
2017-12-08,'002245,°ÄÑóË³²ý,10.71,11.03,10.62,10.73,10.8,-0.09,-0.8333,4.7861,43656544,472878181.42,10573796453.2,9769087215.72
2017-12-07,'002245,°ÄÑóË³²ý,10.8,11.0,10.76,10.85,11.03,-0.23,-2.0852,4.6947,42822700,465330491.06,10662651885.6,9851180385.6
2017-12-06,'002245,°ÄÑóË³²ý,11.03,11.09,10.37,10.42,10.49,0.54,5.1478,7.8029,71173467,769718991.09,10889726879.5,10060974042.0
2017-12-05,'002245,°ÄÑóË³²ý,10.49,10.88,10.29,10.68,10.72,-0.23,-2.1455,5.1027,46544108,490643567.48,10356594285.2,9568415022.68
2017-12-04,'002245,°ÄÑóË³²ý,10.72,11.06,10.53,10.7,10.7,0.02,0.1869,7.0134,63972362,691382291.42,10583669279.0,9778208679.04
2017-12-01,'002245,°ÄÑóË³²ý,10.7,10.86,10.38,10.49,10.48,0.22,2.0992,6.1349,55959715,593817122.86,10563923627.4,9759965752.4
2017-11-30,'002245,°ÄÑóË³²ý,10.48,10.76,10.04,10.08,10.15,0.33,3.2512,6.3517,57936748,608592696.76,10346721459.4,9559293559.36
2017-11-29,'002245,°ÄÑóË³²ý,10.15,10.33,9.98,10.2,10.3,-0.15,-1.4563,3.5768,32625777,330169757.23,10020918207.3,9258285269.8
2017-11-28,'002245,°ÄÑóË³²ý,10.3,10.38,9.65,9.74,9.79,0.51,5.2094,4.8088,43863488,438333166.38,10169010594.6,9395107219.6
2017-11-27,'002245,°ÄÑóË³²ý,9.79,10.06,9.55,9.75,9.73,0.06,0.6166,3.5386,32276849,316769456.01,9665496477.78,8929912590.28
2017-11-24,'002245,°ÄÑóË³²ý,9.73,10.27,9.72,10.2,10.2,-0.47,-4.6078,4.942,45078110,449080182.61,9606259522.86,8875183810.36
2017-11-23,'002245,°ÄÑóË³²ý,10.2,10.48,10.13,10.48,10.43,-0.23,-2.2052,6.8311,62309389,642072522.11,10070282336.4,9303892586.4
2017-11-22,'002245,°ÄÑóË³²ý,10.43,10.53,9.87,9.87,9.57,0.86,8.9864,9.7816,89222269,923814935.65,10297357330.3,9513686242.76
2017-11-21,'002245,°ÄÑóË³²ý,9.57,9.72,9.33,9.57,9.61,-0.04,-0.4162,1.8709,17064930,162554924.04,9448294309.74,8729240397.24
2017-11-20,'002245,°ÄÑóË³²ý,9.61,9.69,9.04,9.38,9.41,0.2,2.1254,2.0365,18575592,174017106.6,9487785613.02,8765726250.52
2017-11-17,'002245,°ÄÑóË³²ý,9.41,9.87,9.34,9.79,9.85,-0.44,-4.467,2.2807,20803046,199903613.42,9290329096.62,8583296984.12
2017-11-16,'002245,°ÄÑóË³²ý,9.85,9.98,9.65,9.8,9.85,0.0,0.0,1.7464,15929462,156748585.65,9724733432.7,8984641370.2
2017-11-15,'002245,°ÄÑóË³²ý,9.85,10.07,9.8,9.82,9.84,0.01,0.1016,2.0831,19000938,188684059.12,9724733432.7,8984641370.2
2017-11-14,'002245,°ÄÑóË³²ý,9.84,10.17,9.8,10.13,10.12,-0.28,-2.7668,2.5762,23498591,233332749.57,9714860606.88,8975519906.88
2017-11-13,'002245,°ÄÑóË³²ý,10.12,10.26,10.01,10.19,10.1,0.02,0.198,2.4979,22784321,230818651.6,9991299729.84,9230920879.84
