ÈÕÆÚ,¹ÉÆ±´úÂë,Ãû³Æ,ÊÕÅÌ¼Û,×î¸ß¼Û,×îµÍ¼Û,¿ªÅÌ¼Û,Ç°ÊÕÅÌ,ÕÇµø¶î,ÕÇµø·ù,»»ÊÖÂÊ,³É½»Á¿,³É½»½ð¶î,×ÜÊÐÖµ,Á÷Í¨ÊÐÖµ
2017-12-15,'300681,Ó¢²«¶û,54.68,54.76,52.5,53.51,53.7,0.98,1.825,6.2759,1186144,63850147.58,4133808000.0,1033452000.0
2017-12-14,'300681,Ó¢²«¶û,53.7,54.19,52.84,53.48,53.69,0.01,0.0186,3.1637,597944,31956698.72,4059720000.0,1014930000.0
2017-12-13,'300681,Ó¢²«¶û,53.69,53.87,52.21,52.79,53.0,0.69,1.3019,3.6635,692400,36917024.0,4058964000.0,1014741000.0
2017-12-12,'300681,Ó¢²«¶û,53.0,54.6,52.69,53.72,53.4,-0.4,-0.7491,5.4068,1021880,54656597.2,4006800000.0,1001700000.0
2017-12-11,'300681,Ó¢²«¶û,53.4,54.6,52.35,53.0,52.96,0.44,0.8308,5.4414,1028420,55169089.6,4037040000.0,1009260000.0
2017-12-08,'300681,Ó¢²«¶û,52.96,53.52,50.45,50.8,50.97,1.99,3.9043,5.0684,957920,50333189.0,4003776000.0,1000944000.0
2017-12-07,'300681,Ó¢²«¶û,50.97,51.73,50.5,50.87,51.3,-0.33,-0.6433,3.7096,701120,35832026.6,3853332000.0,963333000.0
2017-12-06,'300681,Ó¢²«¶û,51.3,51.48,48.68,50.0,49.51,1.79,3.6154,6.4455,1218200,61189648.0,3878280000.0,969570000.0
2017-12-05,'300681,Ó¢²«¶û,49.51,54.22,49.2,53.78,54.22,-4.71,-8.6868,7.4048,1399500,72552729.0,3742956000.0,935739000.0
2017-12-04,'300681,Ó¢²«¶û,54.22,58.39,53.51,57.31,58.0,-3.78,-6.5172,8.9879,1698710,93729508.1,4099032000.0,1024758000.0
2017-12-01,'300681,Ó¢²«¶û,58.0,58.19,55.88,55.98,56.2,1.8,3.2028,5.3116,1003890,57361143.9,4384800000.0,1096200000.0
2017-11-30,'300681,Ó¢²«¶û,56.2,57.32,55.5,55.78,56.41,-0.21,-0.3723,4.4883,848290,47831443.9,4248720000.0,1062180000.0
2017-11-29,'300681,Ó¢²«¶û,56.41,56.8,54.18,56.76,56.16,0.25,0.4452,6.7788,1281190,71223429.7,4264596000.0,1066149000.0
2017-11-28,'300681,Ó¢²«¶û,56.16,56.88,53.01,53.8,52.87,3.29,6.2228,7.3587,1390790,76718890.3,4245696000.0,1061424000.0
2017-11-27,'300681,Ó¢²«¶û,52.87,55.66,52.0,55.15,55.0,-2.13,-3.8727,4.8222,911400,49449524.0,3996972000.0,999243000.0
2017-11-24,'300681,Ó¢²«¶û,55.0,56.0,54.6,54.71,55.0,0.0,0.0,4.3406,820380,45383292.2,4158000000.0,1039500000.0
2017-11-23,'300681,Ó¢²«¶û,55.0,57.77,55.0,57.57,57.7,-2.7,-4.6794,7.1106,1343900,75549330.92,4158000000.0,1039500000.0
2017-11-22,'300681,Ó¢²«¶û,57.7,60.26,55.5,58.1,58.51,-0.81,-1.3844,10.6059,2004520,116094958.5,4362120000.0,1090530000.0
2017-11-21,'300681,Ó¢²«¶û,58.51,61.38,56.0,60.49,61.12,-2.61,-4.2703,11.1698,2111085,123499422.7,4423356000.0,1105839000.0
2017-11-20,'300681,Ó¢²«¶û,61.12,61.68,57.89,60.2,60.65,0.47,0.7749,8.1322,1536980,91770829.0,4620672000.0,1155168000.0
2017-11-17,'300681,Ó¢²«¶û,60.65,67.6,60.65,66.9,67.39,-6.74,-10.0015,11.6957,2210493,139466047.97,4585140000.0,1146285000.0
2017-11-16,'300681,Ó¢²«¶û,67.39,69.57,67.0,69.0,69.58,-2.19,-3.1475,6.8762,1299601,88760931.76,5094684000.0,1273671000.0
2017-11-15,'300681,Ó¢²«¶û,69.58,74.99,69.58,74.54,74.55,-4.97,-6.6667,9.948,1880165,134535046.99,5260248000.0,1315062000.0
2017-11-14,'300681,Ó¢²«¶û,74.55,77.27,73.7,76.4,76.71,-2.16,-2.8158,9.4541,1786834,134513048.82,5635980000.0,1408995000.0
2017-11-13,'300681,Ó¢²«¶û,76.71,78.3,72.6,73.18,72.17,4.54,6.2907,12.5593,2373699,180115023.31,5799276000.0,1449819000.0
2017-11-10,'300681,Ó¢²«¶û,72.17,74.18,71.78,73.35,73.39,-1.22,-1.6624,7.9686,1506070,109483628.58,5456052000.0,1364013000.0
2017-11-09,'300681,Ó¢²«¶û,73.39,74.45,72.02,72.9,73.58,-0.19,-0.2582,7.1308,1347720,98351046.56,5548284000.0,1387071000.0
2017-11-08,'300681,Ó¢²«¶û,73.58,75.63,73.01,73.6,73.14,0.44,0.6016,9.5919,1812871,134992284.43,5562648000.0,1390662000.0
2017-11-07,'300681,Ó¢²«¶û,73.14,75.0,71.34,75.0,74.67,-1.53,-2.049,9.6642,1826532,133165421.29,5529384000.0,1382346000.0
2017-11-06,'300681,Ó¢²«¶û,74.67,75.99,73.11,74.41,73.22,1.45,1.9803,7.4534,1408695,105087480.23,5645052000.0,1411263000.0
2017-11-03,'300681,Ó¢²«¶û,73.22,73.51,71.5,71.58,72.15,1.07,1.483,9.1028,1720422,124664980.8,5535432000.0,1383858000.0
2017-11-02,'300681,Ó¢²«¶û,72.15,74.98,71.7,71.79,71.92,0.23,0.3198,10.8099,2043065,149803192.06,5454540000.0,1363635000.0
2017-11-01,'300681,Ó¢²«¶û,71.92,72.45,69.46,69.73,69.4,2.52,3.6311,7.9525,1503020,107528788.0,5437152000.0,1359288000.0
