日期,股票代码,名称,收盘价,最高价,最低价,开盘价,前收盘,涨跌额,涨跌幅,换手率,成交量,成交金额,总市值,流通市值
2017-12-21,'600132,重庆啤酒,20.86,21.1,20.22,20.58,20.72,0.14,0.6757,1.164,5633549,116546568.0,10095639190.3,10095639190.3
2017-12-20,'600132,重庆啤酒,20.72,20.75,19.09,19.23,19.28,1.44,7.4689,1.649,7980597,161144623.0,10027883222.6,10027883222.6
2017-12-19,'600132,重庆啤酒,19.28,19.44,18.88,18.88,18.83,0.45,2.3898,0.7354,3559241,68515378.0,9330964697.44,9330964697.44
2017-12-18,'600132,重庆啤酒,18.83,19.4,18.7,19.4,19.29,-0.46,-2.3847,0.4772,2309642,43741471.0,9113177658.34,9113177658.34
2017-12-15,'600132,重庆啤酒,19.29,19.69,19.25,19.42,19.53,-0.24,-1.2289,0.5578,2699825,52416417.0,9335804409.42,9335804409.42
2017-12-14,'600132,重庆啤酒,19.53,19.8,19.3,19.4,19.61,-0.08,-0.408,1.4189,6867161,134515408.0,9451957496.94,9451957496.94
2017-12-13,'600132,重庆啤酒,19.61,19.9,19.18,19.2,19.2,0.41,2.1354,1.5805,7649271,149409911.0,9490675192.78,9490675192.78
2017-12-12,'600132,重庆啤酒,19.2,19.35,18.81,18.88,18.88,0.32,1.6949,0.4546,2200181,42169400.0,9292247001.6,9292247001.6
2017-12-11,'600132,重庆啤酒,18.88,19.0,18.78,18.82,18.82,0.06,0.3188,0.4272,2067479,39073209.0,9137376218.24,9137376218.24
2017-12-08,'600132,重庆啤酒,18.82,19.29,18.69,18.97,19.0,-0.18,-0.9474,0.6609,3198667,60557422.0,9108337946.36,9108337946.36
2017-12-07,'600132,重庆啤酒,19.0,19.1,18.85,19.0,19.07,-0.07,-0.3671,0.3005,1454573,27595301.0,9195452762.0,9195452762.0
2017-12-06,'600132,重庆啤酒,19.07,19.08,18.84,19.08,19.01,0.06,0.3156,0.2894,1400513,26526566.0,9229330745.86,9229330745.86
2017-12-05,'600132,重庆啤酒,19.01,19.25,18.64,19.25,19.28,-0.27,-1.4004,0.4652,2251306,42530803.0,9200292473.98,9200292473.98
2017-12-04,'600132,重庆啤酒,19.28,19.38,18.89,18.89,19.04,0.24,1.2605,0.519,2511816,48193029.0,9330964697.44,9330964697.44
2017-12-01,'600132,重庆啤酒,19.04,19.14,18.72,18.8,18.79,0.25,1.3305,0.3336,1614297,30652713.0,9214811609.92,9214811609.92
2017-11-30,'600132,重庆啤酒,18.79,19.12,18.71,19.12,18.91,-0.12,-0.6346,0.3185,1541459,29067287.0,9093818810.42,9093818810.42
2017-11-29,'600132,重庆啤酒,18.91,19.05,18.64,19.0,18.92,-0.01,-0.0529,0.2811,1360321,25547879.0,9151895354.18,9151895354.18
2017-11-28,'600132,重庆啤酒,18.92,18.93,18.41,18.41,18.4,0.52,2.8261,0.448,2168100,40714263.0,9156735066.16,9156735066.16
2017-11-27,'600132,重庆啤酒,18.4,18.54,18.36,18.36,18.4,0.0,0.0,0.571,2763680,50933745.0,8905070043.2,8905070043.2
2017-11-24,'600132,重庆啤酒,18.4,18.55,18.27,18.35,18.29,0.11,0.6014,1.0552,5107027,93912663.0,8905070043.2,8905070043.2
2017-11-23,'600132,重庆啤酒,18.29,18.6,18.28,18.4,18.4,-0.11,-0.5978,1.0543,5102647,94006924.0,8851833211.42,8851833211.42
2017-11-22,'600132,重庆啤酒,18.4,18.57,18.31,18.48,18.63,-0.23,-1.2346,0.4066,1967610,36261201.0,8905070043.2,8905070043.2
2017-11-21,'600132,重庆啤酒,18.63,18.66,18.28,18.46,18.48,0.15,0.8117,0.9326,4513458,83376268.0,9016383418.74,9016383418.74
2017-11-20,'600132,重庆啤酒,18.48,19.06,18.25,19.06,18.92,-0.44,-2.3256,0.7731,3741416,69428095.0,8943787739.04,8943787739.04
2017-11-17,'600132,重庆啤酒,18.92,20.23,18.82,19.95,20.08,-1.16,-5.7769,0.7735,3743317,73154262.0,9156735066.16,9156735066.16
2017-11-16,'600132,重庆啤酒,20.08,20.79,20.07,20.71,20.81,-0.73,-3.5079,0.7301,3533489,71747120.0,9718141655.84,9718141655.84
2017-11-15,'600132,重庆啤酒,20.81,20.9,20.59,20.64,20.85,-0.04,-0.1918,0.3766,1822537,37849345.0,10071440630.4,10071440630.4
2017-11-14,'600132,重庆啤酒,20.85,21.69,20.5,21.69,21.7,-0.85,-3.9171,0.9267,4485092,93616362.0,10090799478.3,10090799478.3
2017-11-13,'600132,重庆啤酒,21.7,21.99,21.42,21.59,21.59,0.11,0.5095,0.5226,2529318,55128045.0,10502174996.6,10502174996.6
