ÈÕÆÚ,¹ÉÆ±´úÂë,Ãû³Æ,ÊÕÅÌ¼Û,×î¸ß¼Û,×îµÍ¼Û,¿ªÅÌ¼Û,Ç°ÊÕÅÌ,ÕÇµø¶î,ÕÇµø·ù,»»ÊÖÂÊ,³É½»Á¿,³É½»½ð¶î,×ÜÊÐÖµ,Á÷Í¨ÊÐÖµ
2017-12-15,'002860,ÐÇË§¶û,41.75,42.65,41.66,41.96,41.88,-0.13,-0.3104,7.503,1140450,48030324.38,3172109890.0,634600000.0
2017-12-14,'002860,ÐÇË§¶û,41.88,41.96,41.11,41.43,41.43,0.45,1.0862,5.4839,833550,34632027.36,3181987118.4,636576000.0
2017-12-13,'002860,ÐÇË§¶û,41.43,41.45,40.57,40.57,40.57,0.86,2.1198,5.6373,856875,35207461.34,3147796712.4,629736000.0
2017-12-12,'002860,ÐÇË§¶û,40.57,42.7,40.5,42.6,42.8,-2.23,-5.2103,8.5158,1294400,53549350.23,3082455047.6,616664000.0
2017-12-11,'002860,ÐÇË§¶û,42.8,42.87,42.12,42.58,42.58,0.22,0.5167,7.1382,1085003,46115716.09,3251887504.0,650560000.0
2017-12-08,'002860,ÐÇË§¶û,42.58,43.2,41.2,41.31,41.56,1.02,2.4543,11.3094,1719028,73266316.45,3235172194.4,647216000.0
2017-12-07,'002860,ÐÇË§¶û,41.56,42.34,40.71,41.7,41.83,-0.27,-0.6455,9.7286,1478754,61417890.5,3157673940.8,631712000.0
2017-12-06,'002860,ÐÇË§¶û,41.83,42.25,40.2,41.0,41.21,0.62,1.5045,12.17,1849847,76097179.51,3178188184.4,635816000.0
2017-12-05,'002860,ÐÇË§¶û,41.21,44.49,40.11,43.11,43.84,-2.63,-5.9991,15.917,2419384,101767651.97,3131081402.8,626392000.0
2017-12-04,'002860,ÐÇË§¶û,43.84,46.52,43.84,46.0,48.71,-4.87,-9.9979,20.7388,3152299,139217619.44,3330905331.2,666368000.0
2017-12-01,'002860,ÐÇË§¶û,48.71,48.85,47.44,48.02,47.8,0.91,1.9038,11.7405,1784557,86426206.31,3700921502.8,740392000.0
2017-11-30,'002860,ÐÇË§¶û,47.8,49.48,47.2,49.4,49.43,-1.63,-3.2976,14.2162,2160868,104579774.72,3631780904.0,726560000.0
2017-11-29,'002860,ÐÇË§¶û,49.43,49.7,47.55,49.29,49.88,-0.45,-0.9022,14.3556,2182053,106188620.85,3755626152.4,751336000.0
2017-11-28,'002860,ÐÇË§¶û,49.88,50.38,48.01,49.48,48.9,0.98,2.0041,12.8205,1948715,96609120.33,3789816558.4,758176000.0
2017-11-27,'002860,ÐÇË§¶û,48.9,52.95,48.59,52.52,53.99,-5.09,-9.4277,18.9297,2877308,145374095.16,3715357452.0,743280000.0
2017-11-24,'002860,ÐÇË§¶û,53.99,54.98,52.25,52.7,53.51,0.48,0.897,17.8476,2712835,146658726.09,4102088933.2,820648000.0
2017-11-23,'002860,ÐÇË§¶û,53.51,54.87,51.77,54.2,53.94,-0.43,-0.7972,19.6703,2989883,159195510.96,4065619166.8,813352000.0
2017-11-22,'002860,ÐÇË§¶û,53.94,55.96,52.75,55.03,56.93,-2.99,-5.2521,22.0491,3351465,183185251.0,4098289999.2,819888000.0
2017-11-21,'002860,ÐÇË§¶û,56.93,57.5,50.18,53.54,55.01,1.92,3.4903,30.8885,4695053,250794986.79,4325466252.4,865336000.0
2017-11-20,'002860,ÐÇË§¶û,55.01,55.95,52.8,54.0,52.51,2.5,4.761,23.0082,3497251,190185347.0,4179587186.8,836152000.0
2017-11-17,'002860,ÐÇË§¶û,52.51,56.94,51.57,55.92,57.3,-4.79,-8.3595,26.0296,3956505,213525428.24,3989640486.8,798152000.0
2017-11-16,'002860,ÐÇË§¶û,57.3,62.58,57.05,60.48,62.27,-4.97,-7.9814,29.3897,4467233,266244639.07,4353578364.0,870960000.0
