ÈÕÆÚ,¹ÉÆ±´úÂë,Ãû³Æ,ÊÕÅÌ¼Û,×î¸ß¼Û,×îµÍ¼Û,¿ªÅÌ¼Û,Ç°ÊÕÅÌ,ÕÇµø¶î,ÕÇµø·ù,»»ÊÖÂÊ,³É½»Á¿,³É½»½ð¶î,×ÜÊÐÖµ,Á÷Í¨ÊÐÖµ
2017-12-21,'000837,ÇØ´¨»ú´²,6.1,6.15,6.0,6.11,6.14,-0.04,-0.6515,0.6386,3722127,22625823.08,4229562551.0,3555518358.2
2017-12-20,'000837,ÇØ´¨»ú´²,6.14,6.25,6.12,6.25,6.26,-0.12,-1.9169,0.6192,3609000,22281022.99,4257297387.4,3578833232.68
2017-12-19,'000837,ÇØ´¨»ú´²,6.26,6.3,6.2,6.2,6.19,0.07,1.1309,0.6469,3770665,23616083.35,4340501896.6,3648777856.12
2017-12-18,'000837,ÇØ´¨»ú´²,6.19,6.32,6.17,6.23,6.25,-0.06,-0.96,0.7568,4410901,27479247.22,4291965932.9,3607976825.78
2017-12-15,'000837,ÇØ´¨»ú´²,6.25,6.44,6.16,6.17,6.18,0.07,1.1327,1.4011,8166782,51545641.23,4333568187.5,3642949137.5
2017-12-14,'000837,ÇØ´¨»ú´²,6.18,6.22,6.15,6.17,6.2,-0.02,-0.3226,0.5702,3323600,20522148.0,4285032223.8,3602148107.16
2017-12-13,'000837,ÇØ´¨»ú´²,6.2,6.24,6.05,6.07,6.05,0.15,2.4793,0.8078,4708719,28968842.8,4298899642.0,3613805544.4
2017-12-12,'000837,ÇØ´¨»ú´²,6.05,6.18,6.05,6.18,6.15,-0.1,-1.626,0.4364,2543700,15512151.0,4194894005.5,3526374765.1
2017-12-11,'000837,ÇØ´¨»ú´²,6.15,6.16,6.09,6.13,6.12,0.03,0.4902,0.5074,2957605,18113113.99,4264231096.5,3584661951.3
2017-12-08,'000837,ÇØ´¨»ú´²,6.12,6.17,6.07,6.09,6.1,0.02,0.3279,0.7257,4229638,25871733.8,4243429969.2,3567175795.44
2017-12-07,'000837,ÇØ´¨»ú´²,6.1,6.12,5.99,6.03,6.06,0.04,0.6601,0.7694,4484756,27132530.44,4229562551.0,3555518358.2
2017-12-06,'000837,ÇØ´¨»ú´²,6.06,6.08,5.91,5.96,6.0,0.06,1.0,0.9285,5411980,32311044.6,4201827714.6,3532203483.72
2017-12-05,'000837,ÇØ´¨»ú´²,6.0,6.22,5.95,6.18,6.19,-0.19,-3.0695,1.1884,6926901,41935517.0,4160225460.0,3497231172.0
2017-12-04,'000837,ÇØ´¨»ú´²,6.19,6.3,6.17,6.2,6.21,-0.02,-0.3221,0.7393,4309131,26864640.75,4291965932.9,3607976825.78
2017-12-01,'000837,ÇØ´¨»ú´²,6.21,6.24,6.15,6.18,6.15,0.06,0.9756,0.5587,3256252,20153734.69,4305833351.1,3619634263.02
2017-11-30,'000837,ÇØ´¨»ú´²,6.15,6.22,6.12,6.18,6.18,-0.03,-0.4854,0.5069,2954300,18239800.0,4264231096.5,3584661951.3
2017-11-29,'000837,ÇØ´¨»ú´²,6.18,6.2,6.08,6.17,6.17,0.01,0.1621,0.5333,3108637,19085054.8,4285032223.8,3602148107.16
2017-11-28,'000837,ÇØ´¨»ú´²,6.17,6.17,6.07,6.08,6.09,0.08,1.3136,0.3689,2150242,13199513.62,4278098514.7,3596319388.54
2017-11-27,'000837,ÇØ´¨»ú´²,6.09,6.19,6.09,6.19,6.2,-0.11,-1.7742,0.5409,3152532,19316188.8,4222628841.9,3549689639.58
2017-11-24,'000837,ÇØ´¨»ú´²,6.2,6.22,6.12,6.14,6.13,0.07,1.1419,0.6181,3602963,22247922.88,4298899642.0,3613805544.4
2017-11-23,'000837,ÇØ´¨»ú´²,6.13,6.38,6.12,6.36,6.37,-0.24,-3.7677,0.8532,4973254,31186003.24,4250363678.3,3573004514.06
2017-11-22,'000837,ÇØ´¨»ú´²,6.37,6.41,6.28,6.34,6.36,0.01,0.1572,0.7518,4381746,27850953.38,4416772696.7,3712893760.94
2017-11-21,'000837,ÇØ´¨»ú´²,6.36,6.45,6.3,6.37,6.41,-0.05,-0.78,0.6807,3967620,25276447.85,4409838987.6,3707065042.32
2017-11-20,'000837,ÇØ´¨»ú´²,6.41,6.58,5.91,6.58,6.57,-0.16,-2.4353,1.2676,7388553,46638917.93,4444507533.1,3736208635.42
2017-11-17,'000837,ÇØ´¨»ú´²,6.57,6.93,6.5,6.93,6.91,-0.34,-4.9204,1.7736,10337603,69223693.59,4555446878.7,3829468133.34
2017-11-16,'000837,ÇØ´¨»ú´²,6.91,6.98,6.9,6.92,6.95,-0.04,-0.5755,0.7347,4282537,29716256.13,4791192988.1,4027644566.42
2017-11-15,'000837,ÇØ´¨»ú´²,6.95,7.06,6.92,7.06,7.08,-0.13,-1.8362,1.1614,6769306,47277420.94,4818927824.5,4050959440.9
2017-11-14,'000837,ÇØ´¨»ú´²,7.08,7.2,7.06,7.2,7.2,-0.12,-1.6667,1.1027,6427595,45703064.1,4909066042.8,4126732782.96
2017-11-13,'000837,ÇØ´¨»ú´²,7.2,7.27,7.18,7.25,7.27,-0.07,-0.9629,0.8224,4793333,34599576.82,4992270552.0,4196677406.4
