ÈÕÆÚ,¹ÉÆ±´úÂë,Ãû³Æ,ÊÕÅÌ¼Û,×î¸ß¼Û,×îµÍ¼Û,¿ªÅÌ¼Û,Ç°ÊÕÅÌ,ÕÇµø¶î,ÕÇµø·ù,»»ÊÖÂÊ,³É½»Á¿,³É½»½ð¶î,×ÜÊÐÖµ,Á÷Í¨ÊÐÖµ
2017-12-15,'600572,¿µ¶÷±´,7.15,7.17,7.06,7.12,7.13,0.02,0.2805,0.2979,6128993,43696936.0,17951719500.0,14712827751.0
2017-12-14,'600572,¿µ¶÷±´,7.13,7.15,7.08,7.08,7.11,0.02,0.2813,0.2945,6059592,43167803.0,17901504900.0,14671672988.1
2017-12-13,'600572,¿µ¶÷±´,7.11,7.12,7.01,7.04,7.0,0.11,1.5714,0.3112,6403057,45398241.0,17851290300.0,14630518225.2
2017-12-12,'600572,¿µ¶÷±´,7.0,7.13,7.0,7.13,7.1,-0.1,-1.4085,0.2985,6142696,43322123.0,17575110000.0,14404167029.0
2017-12-11,'600572,¿µ¶÷±´,7.1,7.14,7.07,7.07,7.07,0.03,0.4243,0.4066,8367113,59497453.0,17826183000.0,14609940843.7
2017-12-08,'600572,¿µ¶÷±´,7.07,7.11,7.03,7.07,7.07,0.0,0.0,0.2533,5211832,36911793.0,17750861100.0,14548208699.3
2017-12-07,'600572,¿µ¶÷±´,7.07,7.12,6.93,7.0,7.01,0.06,0.8559,0.3568,7341187,51616281.0,17750861100.0,14548208699.3
2017-12-06,'600572,¿µ¶÷±´,7.01,7.01,6.92,6.98,7.01,0.0,0.0,0.3094,6365827,44366858.0,17600217300.0,14424744410.5
2017-12-05,'600572,¿µ¶÷±´,7.01,7.09,6.89,7.08,7.1,-0.09,-1.2676,0.7642,15725494,109702556.0,17600217300.0,14424744410.5
2017-12-04,'600572,¿µ¶÷±´,7.1,7.16,7.06,7.15,7.16,-0.06,-0.838,0.3222,6629825,47107917.0,17826183000.0,14609940843.7
2017-12-01,'600572,¿µ¶÷±´,7.16,7.19,7.04,7.08,7.08,0.08,1.1299,0.4157,8553346,61070151.0,17976826800.0,14733405132.5
2017-11-30,'600572,¿µ¶÷±´,7.08,7.14,7.02,7.08,7.1,-0.02,-0.2817,0.2978,6127930,43464834.0,17775968400.0,14568786080.8
2017-11-29,'600572,¿µ¶÷±´,7.1,7.11,7.01,7.09,7.11,-0.01,-0.1406,0.2944,6058836,42740620.0,17826183000.0,14609940843.7
2017-11-28,'600572,¿µ¶÷±´,7.11,7.12,6.98,6.99,7.01,0.1,1.4265,0.2755,5669789,40152682.0,17851290300.0,14630518225.2
2017-11-27,'600572,¿µ¶÷±´,7.01,7.1,7.0,7.1,7.1,-0.09,-1.2676,0.2939,6048700,42569830.0,17600217300.0,14424744410.5
2017-11-24,'600572,¿µ¶÷±´,7.1,7.11,6.99,7.04,7.04,0.06,0.8523,0.3809,7838138,55247822.0,17826183000.0,14609940843.7
2017-11-23,'600572,¿µ¶÷±´,7.04,7.23,7.01,7.23,7.23,-0.19,-2.6279,0.5945,12232538,87039676.0,17675539200.0,14486476554.9
2017-11-22,'600572,¿µ¶÷±´,7.23,7.3,7.15,7.23,7.27,-0.04,-0.5502,0.7888,16232230,117095115.0,18152577900.0,14877446802.8
2017-11-21,'600572,¿µ¶÷±´,7.27,7.32,7.16,7.27,7.3,-0.03,-0.411,0.5979,12302930,89155027.0,18253007100.0,14959756328.7
2017-11-20,'600572,¿µ¶÷±´,7.3,7.33,7.15,7.2,7.26,0.04,0.551,0.5072,10436669,75520142.0,18328329000.0,15021488473.1
2017-11-17,'600572,¿µ¶÷±´,7.26,7.48,7.17,7.44,7.45,-0.19,-2.5503,1.2494,25708749,187857678.0,18227899800.0,14939178947.2
2017-11-16,'600572,¿µ¶÷±´,7.45,7.64,7.42,7.6,7.61,-0.16,-2.1025,0.8567,17628286,132716035.0,18704938500.0,15330149195.1
2017-11-15,'600572,¿µ¶÷±´,7.61,7.75,7.56,7.69,7.7,-0.09,-1.1688,0.7227,14871928,113657896.0,19106655300.0,15659387298.7
2017-11-14,'600572,¿µ¶÷±´,7.7,7.77,7.5,7.55,7.54,0.16,2.122,1.2043,24781682,189730617.0,19332621000.0,15844583731.9
2017-11-13,'600572,¿µ¶÷±´,7.54,7.7,7.5,7.61,7.6,-0.06,-0.7895,0.7967,16394779,124142134.0,18930904200.0,15515345628.4
2017-11-10,'600572,¿µ¶÷±´,7.6,7.65,7.49,7.51,7.55,0.05,0.6623,0.7607,15652748,118676938.0,19081548000.0,15638809917.2
2017-11-09,'600572,¿µ¶÷±´,7.55,7.6,7.49,7.57,7.6,-0.05,-0.6579,0.7108,14626172,110060905.0,18956011500.0,15535923009.9
2017-11-08,'600572,¿µ¶÷±´,7.6,7.74,7.58,7.66,7.68,-0.08,-1.0417,0.7675,15793667,120898191.0,19081548000.0,15638809917.2
